V1;X01D2Z36;X0319.6G20;X053A03.B.DI.P58;X27F.1492R;X37.13;X67.14;A0839;A21b;A4b;AB1;AKIW781;AKYH767;Acetobacteraceae;Acidiferrobacteraceae;Acidimicrobiaceae;Acidobacteriaceae..Subgroup.1.;Acidothermaceae;Actinobacteria.bacterium.RBG_13_63_9;Actinomycetaceae;Aerococcaceae;Aeromonadaceae;Alicyclobacillaceae;Alteromonadaceae;Ambiguous_taxa;Amoebophilaceae;Archangiaceae;Ardenticatenaceae;Atopobiaceae;Azospirillaceae;B1.7BS;BIrii41;BSV26;Babeliaceae;Bacillaceae;Bacteriovoracaceae;Bacteroidetes.vadinHA17;Bdellovibrionaceae;Beggiatoaceae;Beijerinckiaceae;Bifidobacteriaceae;Blfdi19;Brevibacteriaceae;Burkholderiaceae;CPla.3.termite.group;Caedibacteraceae;Caldicoprobacteraceae;Caldilineaceae;Cardiobacteriaceae;Carnobacteriaceae;Catenulisporaceae;Caulobacteraceae;Cellulomonadaceae;Cellvibrionaceae;Chitinimonadaceae;Chitinophagaceae;Chlamydiaceae;Chloroflexaceae;Christensenellaceae;Chromobacteriaceae;Chthoniobacteraceae;Clostridiaceae.1;Clostridiaceae.2;Clostridiaceae.3;Clostridiales.Incertae.Sedis;Clostridiales.vadinBB60.group;Corynebacteriaceae;Coxiellaceae;Criblamydiaceae;Crocinitomicaceae;Cryptosporangiaceae;Cyclobacteriaceae;Cytophagaceae;D05.2;Deferribacteraceae;Defluviitaleaceae;Deinococcaceae;Demequinaceae;Dermabacteraceae;Desulfarculaceae;Desulfobulbaceae;Desulfovibrionaceae;Desulfuromonadaceae;Devosiaceae;Diplorickettsiaceae;Dongiaceae;Eel.36e1D6;Elsteraceae;Enterobacteriaceae;Enterococcaceae;Entotheonellaceae;Erysipelotrichaceae;Eubacteriaceae;FFCH16767;FFCH9454;Family.X;Family.XI;Family.XII;Family.XIII;Family.XVIII;Fibrobacteraceae;Fimbriimonadaceae;Flavobacteriaceae;Frankiaceae;Fusobacteriaceae;GWF2.29.10;Gaiellaceae;Gallionellaceae;Geminicoccaceae;Gemmataceae;Gemmatimonadaceae;Geobacteraceae;Geodermatophilaceae;Gracilibacteraceae;Haliangiaceae;Halieaceae;Halomonadaceae;Haloplasmataceae;Halothiobacillaceae;Heliobacteriaceae;Herpetosiphonaceae;Holophagaceae;Holosporaceae;Hydrogenophilaceae;Hymenobacteraceae;Hyphomicrobiaceae;Hyphomonadaceae;Iamiaceae;Ilumatobacteraceae;Inquilinaceae;Intrasporangiaceae;Isosphaeraceae;JG30.KF.AS9;JG30.KF.CM45;KD3.10;KD3.93;KF.JG30.B3;Kaistiaceae;Kineosporiaceae;Koribacteraceae;Ktedonobacteraceae;Labraceae;Lachnospiraceae;Lactobacillaceae;Latescibacteraceae;Legionellaceae;Lentimicrobiaceae;Leptospiraceae;Leptotrichiaceae;LiUU.11.161;Limnochordaceae;Lolium.perenne;Longimicrobiaceae;MSB.4B10;Magnetospiraceae;Magnetospirillaceae;Methylacidiphilaceae;Methylococcaceae;Methyloligellaceae;Methylophilaceae;Micavibrionaceae;Microbacteriaceae;Micrococcaceae;Micromonosporaceae;Micropepsaceae;Microscillaceae;Microtrichaceae;Midichloriaceae;Mitochondria;Moraxellaceae;Mycobacteriaceae;Myxococcaceae;NS11.12.marine.group;NS9.marine.group;Nakamurellaceae;Nannocystaceae;Neisseriaceae;Nitrosococcaceae;Nitrosomonadaceae;Nitrospiraceae;Nocardiaceae;Nocardioidaceae;Nocardiopsaceae;Oligoflexaceae;Opitutaceae;P3OB.42;Paenibacillaceae;Paludibacteraceae;Paracaedibacteraceae;Parachlamydiaceae;Parvibaculaceae;Pasteurellaceae;Pasteuriaceae;Pedosphaeraceae;Peptococcaceae;Peptostreptococcaceae;Phaselicystidaceae;Phycisphaeraceae;Pirellulaceae;Piscirickettsiaceae;Planococcaceae;Pleomorphomonadaceae;Polyangiaceae;Porphyromonadaceae;Prevotellaceae;Procabacteriaceae;Prolixibacteraceae;Promicromonosporaceae;Propionibacteriaceae;Pseudohongiellaceae;Pseudomonadaceae;Pseudonocardiaceae;Pyrinomonadaceae;Reyranellaceae;Rhizobiaceae;Rhizobiales.Incertae.Sedis;Rhodanobacteraceae;Rhodobacteraceae;Rhodocyclaceae;Rhodomicrobiaceae;Rhodopirillaceae;Rhodospirillaceae;Rhodothermaceae;Rickettsiaceae;Rikenellaceae;Roseiflexaceae;Rubrobacteriaceae;Ruminococcaceae;SC.I.84;SM2D12;SRB2;Saccharimonadaceae;Saccharum.hybrid.cultivar;Sandaracinaceae;Sanguibacteraceae;Saprospiraceae;Schlesneriaceae;Simkaniaceae;Solibacteraceae..Subgroup.3.;Solimonadaceae;Solirubrobacteraceae;Sphingobacteriaceae;Sphingomonadaceae;Spirosomaceae;Spongiibacteraceae;Sporichthyaceae;Staphylococcaceae;Steroidobacteraceae;Streptococcaceae;Streptomycetaceae;Streptosporangiaceae;Syntrophaceae;Syntrophomonadaceae;TRA3.20;Tepidisphaeraceae;Thermoactinomycetaceae;Thermoanaerobaculaceae;Thermomonosporaceae;Trueperaceae;UBA12409;UBA12411;URHD0088;Unknown.Family;VHS.B3.70;Veillonellaceae;Vermiphilaceae;Verrucomicrobiaceae;Vibrionaceae;Vulgatibacteraceae;WD2101.soil.group;Weeksellaceae;Woeseiaceae;Xanthobacteraceae;Xanthomonadaceae;Xiphinematobacteraceae;bac2nit3;bacteriap25;bacterium.Ellin6089;bacterium.enrichment.culture.clone.B30.2011.;cvE6;env.OPS.17;groundwater.metagenome;metagenome;mle1.27;possible.family.01;uncultured;uncultured.Acetobacteraceae.bacterium;uncultured.Acidimicrobiales.bacterium;uncultured.Acidimicrobidae.bacterium;uncultured.Aciditerrimonas.sp.;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriaceae.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Acidobacterium.sp.;uncultured.Acidothermaceae.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Bradyrhizobiaceae.bacterium;uncultured.Candidatus.Saccharibacteria.bacterium;uncultured.Chloroflexi.bacterium;uncultured.Desulfoglaeba.sp.;uncultured.Green.Bay.ferromanganous.micronodule.bacterium.MND8;uncultured.Ignavibacterium.sp.;uncultured.Nakamurellaceae.bacterium;uncultured.Rhodospirillaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Syntrophobacteraceae.bacterium;uncultured.Termite.group.1.bacterium;uncultured.Thermaerobacter.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.6E22;uncultured.bacterium.KF.JG30.B11;uncultured.bacterium.SBR2096;uncultured.bacterium.SBRH58;uncultured.bacterium.gp7;uncultured.candidate.division.SBR1093.bacterium;uncultured.delta.proteobacterium;uncultured.gamma.proteobacterium;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC333-188_S333_L001;613;0;78;0;0;0;277;0;129;4;0;0;11;0;0;19;12;0;12;0;0;18;41;152;58;0;18;0;0;402;16;126;0;0;461;122;0;213;0;113;0;0;0;7918;0;0;0;0;0;0;0;1179;7;86;21;720;0;0;5;0;28;39;0;0;0;0;0;0;0;25;0;0;0;0;0;5;0;0;0;117;13;59;0;412;2;286;0;0;0;0;26;0;0;0;0;0;0;0;0;0;306;85;1318;0;0;21;399;0;14;2;775;241;58;9;92;0;0;0;0;0;0;0;0;0;290;86;35;27;104;0;142;0;0;0;0;30;24;0;0;33;0;9;183;0;3;0;11;0;0;0;0;0;31;0;0;226;0;0;167;36;0;55;745;103;63;423;0;0;2;46;237;75;33;5;28;9;6;0;566;251;15;427;0;14;0;20;181;7;3;4;0;0;0;610;0;3;18;34;0;0;0;0;258;0;0;0;31;0;36;31;477;24;24;88;773;48;38;87;1248;0;0;20;0;10;0;198;27;46;744;2;0;29;0;12;0;0;0;0;197;31;98;4;1725;67;0;24;0;254;0;241;16;0;0;82;0;0;37;31;0;0;0;0;124;0;0;6;0;0;13;0;5;12;819;348;0;0;47;0;0;0;200;0;15;0;0;667;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;9;0;0;0;151;5;5;0;7;0;0;3;0;0;0;0;0
BactV5V7-BC205-31_S205_L001;1014;2;92;0;0;0;714;0;243;0;0;0;19;14;0;45;52;0;25;0;0;0;26;0;193;0;107;0;0;94;0;33;4;0;487;69;0;121;0;81;0;7;0;6199;0;0;0;0;0;0;9;475;0;81;0;510;0;6;0;0;14;20;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;3;0;213;0;0;0;48;0;123;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;2;595;37;0;0;975;0;0;0;1423;66;122;0;216;0;0;0;0;0;0;0;0;0;379;124;0;60;208;4;266;0;0;0;0;34;31;0;8;62;0;7;26;0;0;0;0;0;0;0;0;0;73;0;0;202;0;0;431;0;0;50;618;181;43;32;0;0;3;0;359;0;0;3;51;14;0;0;1073;554;24;850;0;22;0;43;59;0;9;4;0;0;0;793;0;7;38;5;0;0;0;0;43;0;0;0;0;0;109;0;45;56;53;82;154;134;37;10;102;0;0;0;0;3;0;184;33;19;1660;0;0;0;0;0;0;2;0;0;532;0;228;6;1620;47;11;48;0;445;0;266;10;0;0;140;0;0;78;30;0;0;0;0;52;0;0;14;0;0;64;0;59;29;1410;732;0;0;70;0;0;4;264;0;107;15;0;1367;0;0;48;0;35;0;0;58;0;0;0;14;11;0;0;0;0;15;0;0;0;0;5;0;283;15;2;0;0;0;2;7;0;0;0;0;35
BactV5V7-BC239-96_S239_L001;683;0;38;0;0;0;264;0;168;0;0;0;15;7;0;26;24;0;13;0;0;0;35;52;80;0;177;0;0;66;3;35;0;0;434;134;0;148;0;140;0;2;0;9947;0;0;2;0;0;0;0;906;0;176;0;590;0;0;0;0;13;13;0;0;0;0;0;0;2;0;0;0;6;3;0;0;4;0;0;116;0;0;0;217;2;144;0;0;0;0;28;0;0;0;0;0;3;21;0;0;49;81;1344;25;0;0;473;0;0;0;935;67;72;0;143;0;0;0;0;0;0;0;5;0;839;106;13;22;143;0;180;0;0;0;5;30;27;0;0;32;0;0;0;0;7;0;0;0;0;0;0;0;42;0;0;17;0;0;185;68;0;57;995;89;77;117;0;0;0;18;232;157;0;0;16;9;0;0;483;307;0;523;0;9;0;21;249;0;11;5;0;0;0;551;0;0;0;12;3;0;0;0;307;0;0;0;9;0;66;0;489;25;37;48;759;62;31;9;40;0;0;0;0;0;0;216;14;2;1189;0;0;4;0;5;0;0;0;0;255;11;93;20;1666;102;0;17;0;278;0;228;11;2;0;62;0;0;39;19;0;4;0;0;66;0;0;0;0;0;28;0;22;16;761;467;0;0;48;0;0;4;142;0;27;0;0;764;0;0;0;0;30;0;33;0;0;0;0;8;2;0;0;0;0;11;0;0;0;0;5;0;137;0;0;0;0;0;0;0;0;0;0;4;18
BactV5V7-BC235-92_S235_L001;918;0;28;0;0;0;322;0;181;0;0;0;27;20;0;14;24;0;17;0;0;0;44;18;111;0;43;0;0;38;6;115;0;0;575;93;0;145;0;146;0;0;0;9113;0;0;0;2;0;0;0;687;8;57;0;773;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;3;8;0;0;0;3;0;0;149;0;0;0;212;0;150;0;0;10;0;38;0;0;0;0;0;0;14;0;0;142;17;796;15;0;0;707;0;42;0;1033;161;118;16;202;0;0;0;0;0;2;0;0;0;577;132;0;23;139;0;230;0;0;0;0;34;18;0;0;40;0;11;0;0;3;0;0;0;0;0;0;0;32;0;0;14;0;0;258;22;0;37;1209;151;78;254;7;0;10;44;365;219;0;0;52;2;0;0;540;332;12;621;0;2;0;9;154;0;3;2;0;0;0;552;6;10;0;9;0;0;0;0;265;0;0;0;18;0;116;0;394;60;7;54;628;81;12;14;70;0;0;0;0;2;0;249;23;4;1168;0;0;5;0;5;0;0;0;0;337;0;175;13;1307;0;0;52;0;288;0;297;22;0;0;75;0;0;51;29;0;2;0;0;58;0;0;0;0;0;29;0;37;18;994;370;0;0;68;0;0;2;98;0;0;11;0;996;0;0;36;0;0;0;2;0;0;0;0;11;0;0;0;0;0;11;0;0;0;0;0;0;170;6;0;0;0;0;0;7;0;0;0;0;13
BactV5V7-BC336-191_S336_L001;323;0;53;0;0;0;145;0;63;0;0;0;6;10;0;0;0;0;12;0;0;0;0;163;43;0;199;0;0;775;0;123;2;0;138;88;0;171;0;182;0;0;0;6948;0;0;0;0;0;0;0;967;28;98;0;558;0;0;31;0;15;88;0;0;0;0;0;0;0;29;0;0;3;0;0;0;0;2;0;65;110;69;60;283;2;228;0;0;24;0;8;0;0;0;0;0;0;0;37;0;158;51;1575;10;0;13;178;30;16;0;516;1313;20;10;52;0;0;0;0;0;0;4;11;0;289;52;30;0;72;0;93;0;0;0;0;28;0;15;0;32;0;0;369;0;0;0;16;6;0;0;0;0;31;0;0;1601;0;0;86;58;0;48;350;21;92;336;3;0;0;24;148;0;27;0;0;142;9;0;268;102;0;261;0;16;0;25;189;144;14;29;0;0;0;320;25;0;12;22;0;0;4;43;310;0;0;0;492;0;22;24;597;14;15;42;1031;62;91;52;3501;0;0;13;0;0;0;138;7;406;456;0;0;14;0;4;0;20;0;0;155;13;0;0;1181;92;0;13;0;167;0;125;9;2;0;60;0;0;2;13;0;4;0;0;68;0;47;0;0;0;0;0;18;0;439;419;0;0;25;0;0;8;164;0;26;0;0;355;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;59;0;0;0;0;0;0;3;0;0;0;0;0
BactV5V7-BC233-90_S233_L001;666;0;74;0;0;7;272;2;92;0;0;0;0;16;0;15;71;0;13;0;0;0;72;32;76;0;18;0;0;270;0;40;0;0;479;105;0;129;0;137;0;4;0;9540;0;0;0;0;0;0;0;819;0;142;0;524;0;0;0;0;0;40;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;0;0;76;0;0;0;237;0;113;0;0;34;0;30;0;0;0;0;0;0;0;0;0;36;58;1599;0;0;0;507;0;27;0;675;119;77;4;73;0;0;0;0;0;0;0;0;0;549;96;4;0;115;0;235;0;0;0;0;37;16;0;6;10;0;0;12;0;0;0;0;0;0;0;0;0;7;0;0;35;0;0;207;126;0;52;2029;129;102;107;0;0;0;20;275;86;0;0;49;0;0;0;367;169;13;597;0;0;4;26;159;0;10;0;11;0;0;379;0;9;18;4;0;0;0;0;318;0;0;2;20;0;89;6;1353;43;20;48;1010;69;252;25;160;0;0;0;0;0;0;177;15;0;822;0;0;2;0;0;0;0;0;0;258;20;107;0;1324;108;0;27;0;212;0;227;22;0;0;54;0;0;33;38;0;0;0;0;65;0;0;5;0;0;18;0;24;12;883;273;0;0;52;2;4;0;78;0;18;5;0;742;0;0;0;0;14;0;34;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;93;6;0;0;0;0;0;15;0;0;0;0;0
BactV5V7-BC230-95_S230_L001;278;0;69;0;0;0;242;0;123;0;0;0;0;0;0;15;13;0;11;0;0;0;17;961;79;0;119;0;0;211;0;62;0;0;328;148;0;165;0;207;0;0;0;10697;0;0;0;0;0;0;0;897;0;315;0;672;0;0;0;0;0;39;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;119;0;0;12;316;6;121;0;0;0;0;16;0;0;0;0;0;0;19;0;0;77;53;1941;0;0;19;392;0;0;0;521;294;70;7;132;0;0;0;0;0;0;0;0;0;507;67;9;14;99;0;199;0;0;0;0;54;0;0;0;20;0;0;32;0;2;0;0;0;0;0;0;0;21;0;0;43;0;0;121;124;0;68;840;66;42;292;0;0;0;23;176;115;13;0;25;0;3;0;406;204;0;484;0;4;0;32;117;0;10;0;0;0;0;513;0;0;0;5;0;0;8;0;344;0;0;0;45;0;56;11;416;30;31;22;973;44;14;37;315;0;0;0;0;0;0;162;26;7;893;0;0;16;0;0;0;2;0;0;217;15;108;34;1518;34;0;21;0;235;0;182;0;0;0;57;0;0;49;15;0;3;0;0;74;0;3;0;0;0;16;2;25;0;632;588;0;0;21;0;0;0;102;0;9;7;0;588;0;0;4;0;0;0;15;0;0;0;0;5;0;0;0;0;0;6;3;0;0;0;4;0;166;7;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC228-84_S228_L001;403;0;41;0;0;0;286;0;114;0;0;0;5;16;0;12;34;0;14;0;0;5;26;132;52;0;76;0;0;104;0;79;0;4;446;101;0;111;0;124;0;0;0;10949;0;0;0;0;0;0;5;673;10;279;0;435;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;79;0;0;0;245;0;107;0;0;10;0;20;0;0;0;0;0;0;55;0;0;99;41;1824;0;0;0;453;0;0;0;458;240;56;0;100;0;0;0;0;5;0;0;8;0;443;87;0;0;106;0;254;0;0;0;0;44;0;0;5;52;0;0;5;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;191;173;0;49;1638;168;62;109;0;0;0;51;277;112;0;0;57;25;0;0;344;234;0;625;0;10;0;26;135;0;0;2;0;0;0;520;0;2;0;8;0;0;0;0;499;0;0;0;32;0;84;0;961;44;23;39;777;80;18;27;168;0;0;0;0;0;0;143;13;11;787;0;0;17;0;0;0;0;0;0;255;18;112;24;1511;46;0;28;0;190;0;257;21;0;0;40;0;0;18;39;0;2;0;0;51;0;0;4;0;0;11;0;40;15;843;375;0;0;51;6;0;0;98;0;14;7;0;636;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;123;6;0;0;0;0;0;0;0;0;0;0;16
BactV5V7-BC377-248_S377_L001;596;0;83;0;0;0;264;5;106;0;0;0;10;28;0;0;11;0;8;0;0;5;32;170;103;0;70;0;0;380;0;165;0;0;236;64;0;108;0;91;0;0;0;7373;0;0;0;0;0;0;0;1029;10;106;0;522;0;0;22;0;0;32;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;93;29;29;38;342;26;189;0;0;133;0;17;0;0;0;0;0;0;15;13;0;298;89;1279;22;0;0;370;15;39;2;715;671;73;10;96;0;0;0;0;0;0;0;0;0;296;78;30;33;133;0;165;0;0;0;2;32;15;0;6;53;0;0;103;0;0;0;11;0;0;0;0;0;53;0;0;864;0;0;161;57;0;37;649;124;76;274;0;0;0;44;185;111;47;0;25;15;6;0;487;177;0;517;0;6;0;23;90;64;9;12;0;0;0;476;20;0;20;33;0;0;0;0;258;0;0;0;229;0;47;0;568;32;15;78;633;68;35;49;3293;0;0;33;0;3;0;170;36;74;722;4;0;19;0;2;0;5;0;4;287;15;138;14;1321;41;0;26;0;214;0;204;7;0;0;72;0;5;56;23;0;2;0;0;94;0;14;0;0;0;2;0;13;0;658;439;0;0;57;0;0;0;192;0;46;4;4;444;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;4;2;120;8;4;0;0;0;0;13;0;0;0;0;8
BactV5V7-BC368-239_S368_L001;993;0;81;5;0;0;533;3;176;0;0;0;15;56;0;29;0;0;23;0;0;0;36;3;98;0;57;0;0;184;0;9;0;0;1084;76;0;54;0;111;0;7;0;6227;0;4;0;0;0;0;5;818;8;20;0;318;0;0;0;0;44;46;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;172;0;7;0;322;8;149;0;0;0;0;44;0;0;0;0;0;0;0;0;0;20;11;291;15;0;4;714;3;51;0;1093;157;152;0;83;0;0;0;0;0;0;0;0;0;507;121;7;0;169;0;348;0;0;2;0;18;26;0;0;21;0;0;11;0;0;0;0;0;0;0;0;0;57;0;0;589;0;0;371;635;0;121;1381;113;72;76;0;0;0;0;345;0;12;0;34;0;29;0;786;291;29;818;0;5;0;17;506;8;8;11;0;0;0;427;2;0;16;35;0;0;25;0;37;0;0;0;28;21;89;0;1717;125;2;88;611;156;71;35;131;0;0;0;0;4;0;204;26;6;1064;10;0;50;0;0;0;7;0;0;310;8;201;14;1409;65;0;30;0;262;0;183;24;0;0;149;0;0;41;21;0;0;0;0;27;0;0;0;3;0;15;0;19;15;1184;381;0;0;106;2;0;9;43;0;49;3;0;1015;0;0;0;0;24;3;0;0;0;0;0;0;0;0;0;0;0;27;0;0;5;0;8;3;199;0;0;0;9;0;0;0;0;0;0;0;15
BactV5V7-BC63-185_S63_L001;5;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;15;0;0;0;0;0;3;0;0;0;0;599;17;0;0;0;0;0;0;0;844;0;0;0;0;0;0;0;89;0;90;0;413;0;0;0;0;0;41;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;20;13;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;40;0;0;6;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;45;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;7;0;0;908;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;603;0;8;26;0;4;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;68;0;27951;0;0;0;84;0;0;13;23;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;13;0;0;0;0;8;3;0;0;0;0;7;490;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;2;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC232-88_S232_L001;546;0;83;0;0;0;202;0;108;0;0;2;0;0;0;16;45;0;9;0;0;0;43;575;52;0;222;0;0;210;0;34;0;0;313;132;0;154;0;172;0;22;0;10521;0;0;0;0;0;0;0;1172;0;449;0;479;0;0;0;0;16;12;0;0;0;0;0;0;0;17;0;0;5;0;0;0;0;0;0;105;0;0;11;364;0;94;0;0;0;0;14;0;0;0;0;0;0;48;0;0;101;43;2491;9;0;5;323;0;11;0;653;161;54;14;71;0;0;0;0;0;0;0;0;0;497;69;10;20;78;0;136;0;7;2;0;52;16;0;0;0;0;0;13;0;0;0;0;0;0;4;0;0;17;0;0;20;0;0;167;172;0;63;1186;82;96;88;0;0;0;28;171;0;8;0;20;0;0;0;310;190;0;368;0;0;2;24;115;0;17;7;0;0;0;386;0;5;0;4;0;0;0;0;284;0;0;0;18;0;56;0;778;22;0;34;1278;43;89;37;317;0;0;0;0;2;0;150;12;0;806;0;0;12;0;0;0;0;0;2;199;13;82;40;1536;86;4;0;0;202;0;279;0;0;0;51;0;0;18;10;0;0;0;0;65;0;0;0;0;0;13;0;25;14;793;357;0;0;24;0;0;0;114;0;22;8;0;447;9;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;97;12;0;0;0;0;0;7;0;0;0;0;10
BactV5V7-BC367-238_S367_L001;509;0;0;0;0;0;331;0;99;0;0;0;2;70;0;23;3;0;10;0;0;0;13;15;29;0;218;0;0;521;0;3;0;0;409;40;0;137;0;137;0;0;0;4885;0;0;0;0;0;0;0;532;17;27;0;670;0;0;148;0;0;246;0;0;0;14;0;0;0;16;0;0;0;0;0;0;0;0;0;94;65;36;294;51;13;38;0;0;15;0;0;0;0;0;0;0;0;20;182;7;6;2;768;6;0;9;367;19;37;0;853;6366;65;494;79;0;0;0;0;0;0;0;0;0;208;61;0;40;88;0;332;0;0;0;0;20;13;0;5;137;0;0;99;0;0;0;55;0;0;7;0;0;27;0;0;732;0;0;163;36;0;41;380;133;38;50;0;0;0;0;142;0;0;0;20;0;2;0;350;144;0;414;0;0;0;30;60;34;10;4;0;0;0;400;225;0;0;0;0;0;0;16;41;0;0;0;1468;0;47;0;1004;34;17;17;261;60;0;15;1350;0;0;9;23;0;6;101;30;299;735;2;28;7;0;0;0;0;0;10;649;0;124;17;797;18;0;27;0;201;0;122;0;0;0;63;0;0;14;0;0;0;0;0;19;0;0;2;0;0;0;3;135;9;697;331;0;0;28;0;0;0;162;0;19;0;0;497;7;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;104;0;0;0;0;0;0;8;0;0;0;0;0
BactV5V7-BC229-85_S229_L001;435;0;97;0;0;4;285;5;167;0;0;0;18;11;0;7;68;0;15;0;0;0;45;83;36;0;110;0;0;99;0;59;0;0;325;112;0;127;0;135;0;0;0;10681;0;0;0;0;0;0;0;865;0;343;0;518;0;0;0;0;14;22;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;128;0;0;17;256;0;157;0;0;65;0;0;0;0;0;0;0;0;15;4;0;101;54;1483;0;0;0;534;0;0;0;386;187;47;0;157;0;0;0;0;0;0;0;0;0;591;113;12;0;104;7;199;0;0;0;5;56;16;0;4;33;0;12;18;0;4;0;0;0;0;0;0;0;33;0;0;22;0;0;158;79;0;45;1078;72;102;130;0;0;0;52;226;265;0;0;23;6;0;0;494;281;18;462;0;6;0;19;149;0;0;0;0;0;0;661;4;0;30;15;5;0;0;0;314;0;0;0;40;0;65;0;832;46;25;21;974;67;205;21;184;0;0;3;0;0;0;118;12;10;1149;0;0;9;0;0;0;0;0;2;361;0;102;47;1667;71;0;30;0;296;0;281;5;0;0;66;0;0;32;31;0;0;0;0;58;0;0;3;0;0;7;5;30;23;918;367;0;0;27;4;0;4;117;0;23;8;0;637;0;0;0;0;21;0;5;0;0;0;0;0;4;0;0;0;0;7;0;0;0;0;0;0;149;7;0;0;0;0;0;0;0;0;0;0;16
BactV5V7-BC10-23_S10_L001;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;7;0;0;0;0;0;0;0;0;0;0;563;0;0;0;0;0;0;0;0;9228;0;0;0;0;0;0;0;17;0;0;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;9;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;19376;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;71;0;28;0;3;178;0;0;0;0;0;0;0;0;0;4;0;5;14;0;5;0;0;567;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;18;0;321;7;0;0;36;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;16;0;2484;0;0;0;0;0;2;0;0;0;0;0;0;35;0;0;0;0;0;0;0;7;0;51;22;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
